code,label,description,parent,kind,in_plot
I871,I87.1,Compression of vein,I87,subcategory,1
I872,I87.2,Venous insufficiency (chronic) (peripheral),I87,subcategory,1
I878,I87.8,Other specified disorders of veins,I87,subcategory,1
I879,I87.9,"Disorder of vein, unspecified",I87,subcategory,1
I88,I88,Nonspecific lymphadenitis,I80-I89,category,1
I880,I88.0,Nonspecific mesenteric lymphadenitis,I88,subcategory,1
I881,I88.1,"Chronic lymphadenitis, except mesenteric",I88,subcategory,1
I888,I88.8,Other nonspecific lymphadenitis,I88,subcategory,1
I889,I88.9,"Nonspecific lymphadenitis, unspecified",I88,subcategory,1
I89,I89,Other non-infective disorders of lymphatic vessels and lymph nodes,I80-I89,category,1
I890,I89.0,"Lymphoedema, not elsewhere classified",I89,subcategory,1
I891,I89.1,Lymphangitis,I89,subcategory,1
I898,I89.8,Other specified non-infective disorders of lymphatic vessels and lymph nodes,I89,subcategory,1
I899,I89.9,"Non-infective disorder of lymphatic vessels and lymph nodes, unspecified",I89,subcategory,1
I95,I95,Hypotension,I95-I99,category,1
I950,I95.0,Idiopathic hypotension,I95,subcategory,1
I951,I95.1,Orthostatic hypotension,I95,subcategory,1
I952,I95.2,Hypotension due to drugs,I95,subcategory,1
I958,I95.8,Other hypotension,I95,subcategory,1
I959,I95.9,"Hypotension, unspecified",I95,subcategory,1
I96,I96,"Gangrene, not elsewhere classified",,category,1
I97,I97,"Postprocedural disorders of circulatory system, not elsewhere classified",I95-I99,category,0
I970,I97.0,Postcardiotomy syndrome,I97,subcategory,1
I971,I97.1,Other functional disturbances following cardiac surgery,I97,subcategory,1
I9711,I97.11,Postprocedural cardiac insufficiency,I971,extension,1
I9713,I97.13,Postprocedural heart failure,I971,extension,1
I9719,I97.19,Other postprocedural cardiac functional disturbances,I971,extension,1
I972,I97.2,Postmastectomy lymphoedema syndrome,I97,subcategory,1
I975,I97.5,Accidental puncture and laceration of a circulatory system organ or structure during a procedure,I97,subcategory,0
I9751,I97.51,Accidental puncture and laceration of a circulatory system organ or structure during a circulatory system procedure,I975,extension,1
I9752,I97.52,Accidental puncture and laceration of a circulatory system organ or structure during other procedure,I975,extension,1
I977,I97.7,Intraoperative cardiac functional disturbances,I97,subcategory,0
I9771,I97.71,Intraoperative cardiac arrest,I977,extension,1
I9779,I97.79,Other intraoperative cardiac functional disturbances,I977,extension,1
I978,I97.8,"Other postprocedural disorders of circulatory system, not elsewhere classified",I97,subcategory,1
I9788,I97.88,"Other intraoperative complications of the circulatory system, not elsewhere classified",I978,extension,1
I9789,I97.89,"Other postprocedural complications and disorders of the circulatory system, not elsewhere classified",I978,extension,1
I979,I97.9,"Postprocedural disorder of circulatory system, unspecified",I97,subcategory,1
I98,I98,Other disorders of circulatory system in diseases classified elsewhere,I95-I99,category,0
I980,I98.0,Cardiovascular syphilis,I98,subcategory,1
I982,I98.2,Oesophageal varices in diseases classified elsewhere,I98,subcategory,1
I983,I98.3,Oesophageal varices with bleeding in diseases classified elsewhere,I98,subcategory,1
I988,I98.8,Other specified disorders of circulatory system in diseases classified elsewhere,I98,subcategory,1
I99,I99,Other and unspecified disorders of circulatory system,I95-I99,category,1
I999,I99.9,Unspecified disorder of circulatory system,I99,subcategory,1
J00,J00,Acute nasopharyngitis [common cold],J00-J06,category,1
J01,J01,Acute sinusitis,J00-J06,category,1
J010,J01.0,Acute maxillary sinusitis,J01,subcategory,1
J011,J01.1,Acute frontal sinusitis,J01,subcategory,1
J012,J01.2,Acute ethmoidal sinusitis,J01,subcategory,1
J013,J01.3,Acute sphenoidal sinusitis,J01,subcategory,1
J014,J01.4,Acute pansinusitis,J01,subcategory,1
J018,J01.8,Other acute sinusitis,J01,subcategory,1
J019,J01.9,"Acute sinusitis, unspecified",J01,subcategory,1
J0190,J01.90,"Acute sinusitis, unspecified",J019,extension,1
J02,J02,Acute pharyngitis,J00-J06,category,1
J020,J02.0,Streptococcal pharyngitis,J02,subcategory,1
J028,J02.8,Acute pharyngitis due to other specified organisms,J02,subcategory,1
J029,J02.9,"Acute pharyngitis, unspecified",J02,subcategory,1
J03,J03,Acute tonsillitis,J00-J06,category,1
J030,J03.0,Streptococcal tonsillitis,J03,subcategory,1
J038,J03.8,Acute tonsillitis due to other specified organisms,J03,subcategory,1
J039,J03.9,"Acute tonsillitis, unspecified",J03,subcategory,1
J04,J04,Acute laryngitis and tracheitis,J00-J06,category,1
J040,J04.0,Acute laryngitis,J04,subcategory,1
J041,J04.1,Acute tracheitis,J04,subcategory,1
J042,J04.2,Acute laryngotracheitis,J04,subcategory,1
J05,J05,Acute obstructive laryngitis [croup] and epiglottitis,J00-J06,category,0
J050,J05.0,Acute obstructive laryngitis [croup],J05,subcategory,1
J051,J05.1,Acute epiglottitis,J05,subcategory,1
J06,J06,Acute upper respiratory infections of multiple and unspecified sites,J00-J06,category,1
J060,J06.0,Acute laryngopharyngitis,J06,subcategory,1
J068,J06.8,Other acute upper respiratory infections of multiple sites,J06,subcategory,1
J069,J06.9,"Acute upper respiratory infection, unspecified",J06,subcategory,1
J09,J09,Influenza due to certain identified influenza virus,J09-J18,category,1
J10,J10,Influenza due to identified influenza virus,J09-J18,category,1
J100,J10.0,"Influenza with pneumonia, influenza virus identified",J10,subcategory,1
J101,J10.1,"Influenza with other respiratory manifestations, influenza virus identified",J10,subcategory,1
J108,J10.8,"Influenza with other manifestations, influenza virus identified",J10,subcategory,1
J11,J11,"Influenza, virus not identified",J09-J18,category,1
J110,J11.0,"Influenza with pneumonia, virus not identified",J11,subcategory,1
J111,J11.1,"Influenza with other respiratory manifestations, virus not identified",J11,subcategory,1
J118,J11.8,"Influenza with other manifestations, virus not identified",J11,subcategory,1
J12,J12,"Viral pneumonia, not elsewhere classified",J09-J18,category,1
J121,J12.1,Respiratory syncytial virus pneumonia,J12,subcategory,1
J122,J12.2,Parainfluenza virus pneumonia,J12,subcategory,1
J123,J12.3,Human metapneumovirus pneumonia,J12,subcategory,1
J128,J12.8,Other viral pneumonia,J12,subcategory,1
J129,J12.9,"Viral pneumonia, unspecified",J12,subcategory,1
J13,J13,Pneumonia due to Streptococcus pneumoniae,J09-J18,category,1
J14,J14,Pneumonia due to Haemophilus influenzae,J09-J18,category,1
J15,J15,"Bacterial pneumonia, not elsewhere classified",J09-J18,category,1
J150,J15.0,Pneumonia due to Klebsiella pneumoniae,J15,subcategory,1
J151,J15.1,Pneumonia due to Pseudomonas,J15,subcategory,1
J152,J15.2,Pneumonia due to staphylococcus,J15,subcategory,1
J153,J15.3,"Pneumonia due to streptococcus, group B",J15,subcategory,1
J154,J15.4,Pneumonia due to other streptococci,J15,subcategory,1
J155,J15.5,Pneumonia due to Escherichia coli,J15,subcategory,1
J156,J15.6,Pneumonia due to other aerobic Gram-negative bacteria,J15,subcategory,1
J157,J15.7,Pneumonia due to Mycoplasma pneumoniae,J15,subcategory,1
J158,J15.8,Other bacterial pneumonia,J15,subcategory,1
J159,J15.9,"Bacterial pneumonia, unspecified",J15,subcategory,1
J16,J16,"Pneumonia due to other infectious organisms, not elsewhere classified",J09-J18,category,0
J160,J16.0,Chlamydial pneumonia,J16,subcategory,1
J168,J16.8,Pneumonia due to other specified infectious organisms,J16,subcategory,1
J17,J17,Pneumonia in diseases classified elsewhere,J09-J18,category,1
J170,J17.0,Pneumonia in bacterial diseases classified elsewhere,J17,subcategory,1
J171,J17.1,Pneumonia in viral diseases classified elsewhere,J17,subcategory,1
J172,J17.2,Pneumonia in mycoses,J17,subcategory,1
J173,J17.3,Pneumonia in parasitic diseases,J17,subcategory,1
J178,J17.8,Pneumonia in other diseases classified elsewhere,J17,subcategory,1
J18,J18,"Pneumonia, organism unspecified",J09-J18,category,1
J180,J18.0,"Bronchopneumonia, unspecified",J18,subcategory,1
J181,J18.1,"Lobar pneumonia, unspecified",J18,subcategory,1
J182,J18.2,"Hypostatic pneumonia, unspecified",J18,subcategory,1
J188,J18.8,"Other pneumonia, organism unspecified",J18,subcategory,1
J189,J18.9,"Pneumonia, unspecified",J18,subcategory,1
J20,J20,Acute bronchitis,J20-J22,category,1
J200,J20.0,Acute bronchitis due to Mycoplasma pneumoniae,J20,subcategory,1
J201,J20.1,Acute bronchitis due to Haemophilus influenzae,J20,subcategory,1
J202,J20.2,Acute bronchitis due to streptococcus,J20,subcategory,1
J203,J20.3,Acute bronchitis due to coxsackie virus,J20,subcategory,1
J204,J20.4,Acute bronchitis due to parainfluenza virus,J20,subcategory,1
J205,J20.5,Acute bronchitis due to respiratory syncytial virus,J20,subcategory,1
J206,J20.6,Acute bronchitis due to rhinovirus,J20,subcategory,1
J208,J20.8,Acute bronchitis due to other specified organisms,J20,subcategory,1
J209,J20.9,"Acute bronchitis, unspecified",J20,subcategory,1
J21,J21,Acute bronchiolitis,J20-J22,category,1
J210,J21.0,Acute bronchiolitis due to respiratory syncytial virus,J21,subcategory,1
J218,J21.8,Acute bronchiolitis due to other specified organisms,J21,subcategory,1
J219,J21.9,"Acute bronchiolitis, unspecified",J21,subcategory,1
J22,J22,Unspecified acute lower respiratory infection,J20-J22,category,1
J30,J30,Vasomotor and allergic rhinitis,J30-J39,category,1
J300,J30.0,Vasomotor rhinitis,J30,subcategory,1
J301,J30.1,Allergic rhinitis due to pollen,J30,subcategory,1
J302,J30.2,Other seasonal allergic rhinitis,J30,subcategory,1
J303,J30.3,Other allergic rhinitis,J30,subcategory,1
J304,J30.4,"Allergic rhinitis, unspecified",J30,subcategory,1
J308,J30.8,Other allergic rhinitis,J30,subcategory,0
J3089,J30.89,Other allergic rhinitis,J308,extension,1
J309,J30.9,"Allergic rhinitis, unspecified",J30,subcategory,1
J31,J31,"Chronic rhinitis, nasopharyngitis and pharyngitis",J30-J39,category,1
J310,J31.0,Chronic rhinitis,J31,subcategory,1
J311,J31.1,Chronic nasopharyngitis,J31,subcategory,1
J312,J31.2,Chronic pharyngitis,J31,subcategory,1
J32,J32,Chronic sinusitis,J30-J39,category,1
J320,J32.0,Chronic maxillary sinusitis,J32,subcategory,1
J321,J32.1,Chronic frontal sinusitis,J32,subcategory,1
J322,J32.2,Chronic ethmoidal sinusitis,J32,subcategory,1
J323,J32.3,Chronic sphenoidal sinusitis,J32,subcategory,1
J324,J32.4,Chronic pansinusitis,J32,subcategory,1
J328,J32.8,Other chronic sinusitis,J32,subcategory,1
J329,J32.9,"Chronic sinusitis, unspecified",J32,subcategory,1
J33,J33,Nasal polyp,J30-J39,category,1
J330,J33.0,Polyp of nasal cavity,J33,subcategory,1
J331,J33.1,Polypoid sinus degeneration,J33,subcategory,1
J338,J33.8,Other polyp of sinus,J33,subcategory,1
J339,J33.9,"Nasal polyp, unspecified",J33,subcategory,1
J34,J34,Other disorders of nose and nasal sinuses,J30-J39,category,1
J340,J34.0,"Abscess, furuncle and carbuncle of nose",J34,subcategory,1
J341,J34.1,Cyst and mucocele of nose and nasal sinus,J34,subcategory,1
J342,J34.2,Deviated nasal septum,J34,subcategory,1
J343,J34.3,Hypertrophy of nasal turbinates,J34,subcategory,1
J348,J34.8,Other specified disorders of nose and nasal sinuses,J34,subcategory,1
J35,J35,Chronic diseases of tonsils and adenoids,J30-J39,category,1
J350,J35.0,Chronic tonsillitis,J35,subcategory,1
J351,J35.1,Hypertrophy of tonsils,J35,subcategory,1
J352,J35.2,Hypertrophy of adenoids,J35,subcategory,1
J353,J35.3,Hypertrophy of tonsils with hypertrophy of adenoids,J35,subcategory,1
J358,J35.8,Other chronic diseases of tonsils and adenoids,J35,subcategory,1
J359,J35.9,"Chronic disease of tonsils and adenoids, unspecified",J35,subcategory,1
J36,J36,Peritonsillar abscess,J30-J39,category,1
J37,J37,Chronic laryngitis and laryngotracheitis,J30-J39,category,0
J370,J37.0,Chronic laryngitis,J37,subcategory,1
J371,J37.1,Chronic laryngotracheitis,J37,subcategory,1
J38,J38,"Diseases of vocal cords and larynx, not elsewhere classified",J30-J39,category,1
J380,J38.0,Paralysis of vocal cords and larynx,J38,subcategory,1
J381,J38.1,Polyp of vocal cord and larynx,J38,subcategory,1
J382,J38.2,Nodules of vocal cords,J38,subcategory,1
J383,J38.3,Other diseases of vocal cords,J38,subcategory,1
J384,J38.4,Oedema of larynx,J38,subcategory,1
J385,J38.5,Laryngeal spasm,J38,subcategory,1
J386,J38.6,Stenosis of larynx,J38,subcategory,1
J387,J38.7,Other diseases of larynx,J38,subcategory,1
J39,J39,Other diseases of upper respiratory tract,J30-J39,category,1
J390,J39.0,Retropharyngeal and parapharyngeal abscess,J39,subcategory,1
J391,J39.1,Other abscess of pharynx,J39,subcategory,1
J392,J39.2,Other diseases of pharynx,J39,subcategory,1
J393,J39.3,"Upper respiratory tract hypersensitivity reaction, site unspecified",J39,subcategory,1
J398,J39.8,Other specified diseases of upper respiratory tract,J39,subcategory,1
J399,J39.9,"Disease of upper respiratory tract, unspecified",J39,subcategory,1
J40,J40,"Bronchitis, not specified as acute or chronic",J40-J47,category,1
J41,J41,Simple and mucopurulent chronic bronchitis,J40-J47,category,0
J410,J41.0,Simple chronic bronchitis,J41,subcategory,1
J411,J41.1,Mucopurulent chronic bronchitis,J41,subcategory,1
J418,J41.8,Mixed simple and mucopurulent chronic bronchitis,J41,subcategory,1
J42,J42,Unspecified chronic bronchitis,J40-J47,category,1
J43,J43,Emphysema,J40-J47,category,1
J430,J43.0,MacLeod's syndrome,J43,subcategory,1
J431,J43.1,Panlobular emphysema,J43,subcategory,1
J432,J43.2,Centrilobular emphysema,J43,subcategory,1
J438,J43.8,Other emphysema,J43,subcategory,1
J439,J43.9,"Emphysema, unspecified",J43,subcategory,1
J44,J44,Other chronic obstructive pulmonary disease,J40-J47,category,1
J440,J44.0,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44,subcategory,1
J441,J44.1,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44,subcategory,1
J448,J44.8,Other specified chronic obstructive pulmonary disease,J44,subcategory,1
J449,J44.9,"Chronic obstructive pulmonary disease, unspecified",J44,subcategory,1
J45,J45,Asthma,J40-J47,category,1
J450,J45.0,Predominantly allergic asthma,J45,subcategory,1
J451,J45.1,Nonallergic asthma,J45,subcategory,1
J458,J45.8,Mixed asthma,J45,subcategory,1
J459,J45.9,"Asthma, unspecified",J45,subcategory,1
J4590,J45.90,Unspecified asthma,J459,extension,1
J4599,J45.99,Other asthma,J459,extension,1
J46,J46,Status asthmaticus,J40-J47,category,1
J47,J47,Bronchiectasis,J40-J47,category,1
J60,J60,Coalworker's pneumoconiosis,J60-J70,category,1
J61,J61,Pneumoconiosis due to asbestos and other mineral fibres,J60-J70,category,1
J62,J62,Pneumoconiosis due to dust containing silica,J60-J70,category,1
J628,J62.8,Pneumoconiosis due to other dust containing silica,J62,subcategory,1
J63,J63,Pneumoconiosis due to other inorganic dusts,J60-J70,category,0
J634,J63.4,Siderosis,J63,subcategory,1
J635,J63.5,Stannosis,J63,subcategory,1
J638,J63.8,Pneumoconiosis due to other specified inorganic dusts,J63,subcategory,1
J64,J64,Unspecified pneumoconiosis,J60-J70,category,1
J66,J66,Airway disease due to specific organic dust,J60-J70,category,0
J660,J66.0,Byssinosis,J66,subcategory,1
J67,J67,Hypersensitivity pneumonitis due to organic dust,J60-J70,category,0
J670,J67.0,Farmer's lung,J67,subcategory,1
J672,J67.2,Bird fancier's lung,J67,subcategory,1
J676,J67.6,Maple-bark-stripper's lung,J67,subcategory,1
J677,J67.7,Air-conditioner and humidifier lung,J67,subcategory,1
J678,J67.8,Hypersensitivity pneumonitis due to other organic dusts,J67,subcategory,1
J679,J67.9,Hypersensitivity pneumonitis due to unspecified organic dust,J67,subcategory,1
J68,J68,"Respiratory conditions due to inhalation of chemicals, gases, fumes and vapours",J60-J70,category,1
J680,J68.0,"Bronchitis and pneumonitis due to chemicals, gases, fumes and vapours",J68,subcategory,1
J683,J68.3,"Other acute and subacute respiratory conditions due to chemicals, gases, fumes and vapours",J68,subcategory,1
